Date,home_team,away_team,competition,home_points,home_goals,away_points,away_goals,home_win,draw,winning_team,losing_team
6/22/19,antrim,kildare,GAA Football All-Ireland Senior Championship,14,0,25,1,0,,kildare,antrim
6/22/19,longford,tyrone,GAA Football All-Ireland Senior Championship,14,1,15,2,0,,tyrone,longford
6/22/19,derry,laois,GAA Football All-Ireland Senior Championship,12,0,13,1,0,,laois,derry
6/22/19,leitrim,clare,GAA Football All-Ireland Senior Championship,17,0,17,3,0,,clare,leitrim
6/22/19,westmeath,limerick,GAA Football All-Ireland Senior Championship,13,2,10,1,1,,westmeath,limerick
6/22/19,monaghan,armagh,GAA Football All-Ireland Senior Championship,12,1,17,2,0,,armagh,monaghan
6/22/19,down,mayo,GAA Football All-Ireland Senior Championship,11,1,16,1,0,,mayo,down
6/22/19,cork,kerry,Munster GAA Football Senior Championship,10,3,19,1,0,,kerry,cork
6/23/19,offaly,sligo,GAA Football All-Ireland Senior Championship,17,3,15,0,1,,offaly,sligo
6/23/19,dublin,meath,Leinster GAA Football Senior Championship,17,1,4,0,1,,dublin,meath
6/23/19,cavan,donegal,Ulster GAA Football Senior Championship,16,2,24,1,0,,donegal,cavan
6/29/19,kildare,tyrone,GAA Football All-Ireland Senior Championship,15,1,22,2,0,,tyrone,kildare
6/29/19,westmeath,clare,GAA Football All-Ireland Senior Championship,15,0,13,1,0,,clare,westmeath
6/29/19,laois,offaly,GAA Football All-Ireland Senior Championship,20,0,15,0,1,,laois,offaly
6/29/19,mayo,armagh,GAA Football All-Ireland Senior Championship,13,2,15,1,1,,mayo,armagh
7/6/19,cavan,tyrone,GAA Football All-Ireland Senior Championship,7,0,20,1,0,,tyrone,cavan
7/6/19,cork,laois,GAA Football All-Ireland Senior Championship,20,4,15,1,1,,cork,laois
7/6/19,galway,mayo,GAA Football All-Ireland Senior Championship,13,1,13,2,0,,mayo,galway
7/7/19,meath,clare,GAA Football All-Ireland Senior Championship,16,2,18,1,1,,meath,clare
7/13/19,roscommon,tyrone,GAA Football All-Ireland Senior Championship,13,0,17,0,0,,tyrone,roscommon
7/13/19,dublin,cork,GAA Football All-Ireland Senior Championship,18,5,17,1,1,,dublin,cork
7/14/19,donegal,meath,GAA Football All-Ireland Senior Championship,19,2,13,1,1,,donegal,meath
7/14/19,kerry,mayo,GAA Football All-Ireland Senior Championship,22,1,15,0,1,,kerry,mayo
7/20/19,cork,tyrone,GAA Football All-Ireland Senior Championship,12,2,15,2,0,,tyrone,cork
7/20/19,dublin,roscommon,GAA Football All-Ireland Senior Championship,26,2,14,0,1,,dublin,roscommon
7/21/19,mayo,meath,GAA Football All-Ireland Senior Championship,17,2,14,0,1,,mayo,meath
7/21/19,kerry,donegal,GAA Football All-Ireland Senior Championship,20,1,20,1,2,,null,null
8/3/19,mayo,donegal,GAA Football All-Ireland Senior Championship,14,1,10,1,1,,mayo,donegal
8/3/19,meath,kerry,GAA Football All-Ireland Senior Championship,13,1,18,2,0,,kerry,meath
8/4/19,cork,roscommon,GAA Football All-Ireland Senior Championship,9,3,9,4,0,,roscommon,cork
8/4/19,tyrone,dublin,GAA Football All-Ireland Senior Championship,13,0,16,1,0,,dublin,tyrone
8/10/19,dublin,mayo,GAA Football All-Ireland Senior Championship,14,3,10,1,1,,dublin,mayo
8/11/19,kerry,tyrone,GAA Football All-Ireland Senior Championship,18,1,18,1,1,,kerry,tyrone
9/1/19,dublin,kerry,GAA Football All-Ireland Senior Championship,16,1,16,1,2,,null,null
9/14/19,dublin,kerry,GAA Football All-Ireland Senior Championship,18,1,15,0,1,,dublin,kerry
1/25/20,donegal,mayo,Allianz Football League Roinn 1,19,0,13,2,2,,null,null
1/25/20,dublin,kerry,Allianz Football League Roinn 1,19,1,19,1,2,,null,null
1/25/20,armagh,cavan,Allianz Football League Roinn 2,18,2,8,1,1,,armagh,cavan
1/25/20,derry,leitrim,Allianz Football League Roinn 3,11,2,14,1,2,,null,null
1/25/20,cork,offaly,Allianz Football League Roinn 3,20,0,13,0,1,,cork,offaly
1/25/20,waterford,limerick,Allianz Football League Roinn 4,10,0,10,1,0,,limerick,waterford
1/25/20,carlow,wicklow,Allianz Football League Roinn 4,11,0,9,0,1,,carlow,wicklow
1/26/20,tyrone,meath,Allianz Football League Roinn 1,14,1,9,1,1,,tyrone,meath
1/26/20,galway,monaghan,Allianz Football League Roinn 1,14,1,16,0,1,,galway,monaghan
1/26/20,westmeath,clare,Allianz Football League Roinn 2,9,2,11,1,1,,westmeath,clare
1/26/20,roscommon,laois,Allianz Football League Roinn 2,14,2,14,2,2,,null,null
1/26/20,kildare,fermanagh,Allianz Football League Roinn 2,12,2,14,0,1,,kildare,fermanagh
1/26/20,longford,louth,Allianz Football League Roinn 3,16,0,10,1,1,,longford,louth
1/26/20,tipperary,down,Allianz Football League Roinn 3,10,0,10,0,2,,null,null
1/26/20,antrim,wexford,Allianz Football League Roinn 4,10,3,13,0,1,,antrim,wexford
1/26/20,london,sligo,Allianz Football League Roinn 4,11,0,9,5,0,,sligo,london
2/1/20,mayo,dublin,Allianz Football League Roinn 1,8,0,11,1,0,,dublin,mayo
2/1/20,kerry,galway,Allianz Football League Roinn 1,15,1,11,2,1,,kerry,galway
2/1/20,laois,armagh,Allianz Football League Roinn 2,16,0,10,0,1,,laois,armagh
2/1/20,cavan,westmeath,Allianz Football League Roinn 2,17,1,13,1,1,,cavan,westmeath
2/1/20,down,derry,Allianz Football League Roinn 3,14,0,12,0,1,,down,derry
2/1/20,wexford,carlow,Allianz Football League Roinn 4,10,2,6,1,1,,wexford,carlow
2/2/20,monaghan,tyrone,Allianz Football League Roinn 1,12,1,11,0,1,,monaghan,tyrone
2/2/20,meath,donegal,Allianz Football League Roinn 1,7,0,8,3,0,,donegal,meath
2/2/20,clare,kildare,Allianz Football League Roinn 2,11,0,10,0,1,,clare,kildare
2/2/20,fermanagh,roscommon,Allianz Football League Roinn 2,13,0,12,0,1,,fermanagh,roscommon
2/2/20,leitrim,cork,Allianz Football League Roinn 3,9,0,15,1,0,,cork,leitrim
2/2/20,louth,tipperary,Allianz Football League Roinn 3,7,1,11,0,0,,tipperary,louth
2/2/20,offaly,longford,Allianz Football League Roinn 3,10,0,10,0,2,,null,null
2/2/20,limerick,london,Allianz Football League Roinn 4,8,0,7,0,1,,limerick,london
2/2/20,sligo,antrim,Allianz Football League Roinn 4,15,0,14,0,1,,sligo,antrim
2/2/20,wicklow,waterford,Allianz Football League Roinn 4,11,2,6,1,1,,wicklow,waterford
2/8/20,dublin,monaghan,Allianz Football League Roinn 1,15,1,15,1,2,,null,null
2/8/20,armagh,kildare,Allianz Football League Roinn 2,16,0,10,0,1,,armagh,kildare
2/8/20,waterford,wexford,Allianz Football League Roinn 4,8,0,3,2,0,,wexford,waterford
2/9/20,meath,mayo,Allianz Football League Roinn 1,5,2,9,1,0,,mayo,meath
2/9/20,donegal,galway,Allianz Football League Roinn 1,7,2,8,2,0,,galway,donegal
2/9/20,tyrone,kerry,Allianz Football League Roinn 1,14,0,13,0,1,,tyrone,kerry
2/9/20,roscommon,clare,Allianz Football League Roinn 2,8,1,0,4,1,,roscommon,clare
2/9/20,westmeath,fermanagh,Allianz Football League Roinn 2,10,0,8,0,1,,westmeath,fermanagh
2/9/20,derry,tipperary,Allianz Football League Roinn 3,10,0,5,0,1,,derry,tipperary
2/9/20,cork,down,Allianz Football League Roinn 3,16,0,8,1,1,,cork,down
2/9/20,longford,leitrim,Allianz Football League Roinn 3,14,2,9,1,1,,longford,leitrim
2/9/20,carlow,limerick,Allianz Football League Roinn 4,9,0,7,1,0,,limerick,carlow
2/9/20,london,antrim,Allianz Football League Roinn 4,10,0,14,0,0,,antrim,london
2/16/20,laois,cavan,Allianz Football League Roinn 2,6,1,10,3,0,,cavan,laois
2/16/20,louth,offaly,Allianz Football League Roinn 3,10,2,13,2,0,,offaly,louth
2/16/20,wicklow,sligo,Allianz Football League Roinn 4,15,1,10,1,1,,wicklow,sligo
2/22/20,dublin,donegal,Allianz Football League Roinn 1,15,1,14,1,1,,dublin,donegal
2/22/20,fermanagh,cavan,Allianz Football League Roinn 2,11,1,11,2,0,,cavan,fermanagh
2/22/20,tipperary,cork,Allianz Football League Roinn 3,21,0,13,3,0,,cork,tipperary
2/22/20,down,longford,Allianz Football League Roinn 3,13,2,14,1,1,,down,longford
2/22/20,sligo,waterford,Allianz Football League Roinn 4,16,0,12,2,0,,waterford,sligo
2/23/20,kerry,meath,Allianz Football League Roinn 1,19,1,13,2,1,,kerry,meath
2/23/20,galway,tyrone,Allianz Football League Roinn 1,25,2,12,0,1,,galway,tyrone
2/23/20,monaghan,mayo,Allianz Football League Roinn 1,16,2,13,0,1,,monaghan,mayo
2/23/20,westmeath,armagh,Allianz Football League Roinn 2,12,3,15,2,2,,null,null
2/23/20,clare,laois,Allianz Football League Roinn 2,11,1,12,1,0,,laois,clare
2/23/20,kildare,roscommon,Allianz Football League Roinn 2,13,0,11,2,0,,roscommon,kildare
2/23/20,derry,louth,Allianz Football League Roinn 3,10,2,9,1,1,,derry,louth
2/23/20,leitrim,offaly,Allianz Football League Roinn 3,14,0,16,2,0,,offaly,leitrim
2/23/20,wexford,london,Allianz Football League Roinn 4,15,4,9,1,1,,wexford,london
2/23/20,limerick,wicklow,Allianz Football League Roinn 4,10,5,14,1,1,,limerick,wicklow
2/23/20,antrim,carlow,Allianz Football League Roinn 4,11,0,8,1,2,,null,null
2/29/20,tyrone,dublin,Allianz Football League Roinn 1,10,1,7,1,1,,tyrone,dublin
2/29/20,london,wicklow,Allianz Football League Roinn 4,10,2,9,5,0,,wicklow,london
2/29/20,wexford,sligo,Allianz Football League Roinn 4,9,1,7,2,0,,sligo,wexford
3/1/20,mayo,kerry,Allianz Football League Roinn 1,13,1,14,1,0,,kerry,mayo
3/1/20,donegal,monaghan,Allianz Football League Roinn 1,12,2,8,0,1,,donegal,monaghan
3/1/20,meath,galway,Allianz Football League Roinn 1,12,1,14,1,0,,galway,meath
3/1/20,laois,kildare,Allianz Football League Roinn 2,10,0,15,0,0,,kildare,laois
3/1/20,roscommon,westmeath,Allianz Football League Roinn 2,16,1,12,0,1,,roscommon,westmeath
3/1/20,cavan,clare,Allianz Football League Roinn 2,15,0,14,1,0,,clare,cavan
3/1/20,louth,leitrim,Allianz Football League Roinn 3,12,1,14,3,0,,leitrim,louth
3/1/20,cork,derry,Allianz Football League Roinn 3,13,3,11,3,1,,cork,derry
3/1/20,longford,down,Allianz Football League Roinn 3,9,0,17,0,0,,down,longford
3/1/20,antrim,limerick,Allianz Football League Roinn 4,21,2,12,1,1,,antrim,limerick
3/1/20,waterford,carlow,Allianz Football League Roinn 4,14,2,14,2,2,,null,null
3/7/20,fermanagh,armagh,Allianz Football League Roinn 2,10,0,14,3,0,,armagh,fermanagh
10/17/20,monaghan,kerry,Allianz Football League Roinn 1,14,0,17,0,0,,kerry,monaghan
10/17/20,dublin,meath,Allianz Football League Roinn 1,20,1,19,0,1,,dublin,meath
10/17/20,westmeath,laois,Allianz Football League Roinn 2,18,1,13,0,1,,westmeath,laois
10/17/20,armagh,roscommon,Allianz Football League Roinn 2,15,0,10,3,0,,roscommon,armagh
10/17/20,down,leitrim,Allianz Football League Roinn 3,0,0,0,0,2,,null,null
10/17/20,cork,louth,Allianz Football League Roinn 3,19,5,16,0,1,,cork,louth
10/17/20,derry,longford,Allianz Football League Roinn 3,14,2,12,0,1,,derry,longford
10/17/20,wicklow,antrim,Allianz Football League Roinn 4,11,7,7,0,1,,wicklow,antrim
10/17/20,carlow,sligo,Allianz Football League Roinn 4,17,2,15,2,1,,carlow,sligo
10/18/20,galway,mayo,Allianz Football League Roinn 1,17,0,3,23,0,,galway,mayo
10/18/20,donegal,tyrone,Allianz Football League Roinn 1,17,2,13,2,1,,donegal,tyrone
10/18/20,clare,fermanagh,Allianz Football League Roinn 2,11,1,9,1,1,,clare,fermanagh
10/18/20,kildare,cavan,Allianz Football League Roinn 2,21,1,20,0,1,,kildare,cavan
10/18/20,tipperary,offaly,Allianz Football League Roinn 3,16,1,16,0,1,,tipperary,offaly
10/18/20,waterford,london,Allianz Football League Roinn 4,0,0,0,0,2,,null,null
10/18/20,london,carlow,Allianz Football League Roinn 4,0,0,0,0,2,,null,null
10/18/20,limerick,wexford,Allianz Football League Roinn 4,10,1,13,1,0,,wexford,limerick
10/24/20,kerry,donegal,Allianz Football League Roinn 1,18,2,10,0,1,,kerry,donegal
10/24/20,kildare,westmeath,Allianz Football League Roinn 2,16,0,11,0,1,,kildare,westmeath
10/24/20,cavan,roscommon,Allianz Football League Roinn 2,13,0,12,1,0,,roscommon,cavan
10/24/20,clare,armagh,Allianz Football League Roinn 2,13,1,18,1,0,,armagh,clare
10/24/20,fermanagh,laois,Allianz Football League Roinn 2,11,1,12,3,0,,laois,fermanagh
10/24/20,antrim,waterford,Allianz Football League Roinn 4,14,2,13,0,1,,antrim,waterford
10/24/20,sligo,limerick,Allianz Football League Roinn 4,14,1,16,1,0,,limerick,sligo
10/24/20,wexford,wicklow,Allianz Football League Roinn 4,10,0,13,0,0,,wicklow,wexford
10/25/20,galway,dublin,Allianz Football League Roinn 1,15,0,15,2,0,,dublin,galway
10/25/20,monaghan,meath,Allianz Football League Roinn 1,14,2,17,1,2,,null,null
10/25/20,mayo,tyrone,Allianz Football League Roinn 1,19,1,14,3,0,,tyrone,mayo
10/25/20,longford,cork,Allianz Football League Roinn 3,0,0,0,0,2,,null,null
10/25/20,offaly,derry,Allianz Football League Roinn 3,10,1,12,1,0,,derry,offaly
10/25/20,leitrim,tipperary,Allianz Football League Roinn 3,15,0,11,2,0,,tipperary,leitrim
10/25/20,louth,down,Allianz Football League Roinn 3,14,3,16,0,1,,louth,down
10/31/20,wexford,limerick,Munster GAA Football Senior Championship,9,0,14,2,0,,limerick,wexford
10/31/20,monaghan,cavan,Ulster GAA Football Senior Championship,17,1,15,2,0,,cavan,monaghan
11/1/20,leitrim,mayo,Connacht GAA Football Senior Championship,10,0,15,2,0,,mayo,leitrim
11/1/20,louth,longford,Leinster GAA Football Senior Championship,7,1,9,1,0,,longford,louth
11/1/20,wexford,wicklow,Leinster GAA Football Senior Championship,11,0,9,2,0,,wicklow,wexford
11/1/20,offaly,carlow,Leinster GAA Football Senior Championship,14,3,20,0,1,,offaly,carlow
11/1/20,tipperary,clare,Munster GAA Football Senior Championship,11,2,11,1,1,,tipperary,clare
11/1/20,donegal,tyrone,Ulster GAA Football Senior Championship,13,1,11,1,1,,donegal,tyrone
11/1/20,derry,armagh,Ulster GAA Football Senior Championship,15,0,17,0,0,,armagh,derry
11/7/20,galway,sligo,Connacht GAA Football Senior Championship,0,0,0,0,2,,null,null
11/7/20,westmeath,dublin,Leinster GAA Football Senior Championship,11,0,22,0,0,,dublin,westmeath
11/7/20,limerick,tipperary,Munster GAA Football Senior Championship,11,2,15,1,0,,tipperary,limerick
11/7/20,cavan,antrim,Ulster GAA Football Senior Championship,13,0,9,0,1,,cavan,antrim
11/8/20,roscommon,mayo,Connacht GAA Football Senior Championship,13,0,16,1,0,,mayo,roscommon
11/8/20,longford,laois,Leinster GAA Football Senior Championship,14,1,16,1,0,,laois,longford
11/8/20,wicklow,meath,Leinster GAA Football Senior Championship,7,0,14,7,0,,meath,wicklow
11/8/20,kildare,offaly,Leinster GAA Football Senior Championship,20,0,16,0,1,,kildare,offaly
11/8/20,cork,kerry,Munster GAA Football Senior Championship,12,1,13,0,1,,cork,kerry
11/8/20,fermanagh,down,Ulster GAA Football Senior Championship,11,0,15,1,0,,down,fermanagh
11/14/20,donegal,armagh,Ulster GAA Football Senior Championship,22,1,13,0,1,,donegal,armagh
11/15/20,galway,mayo,Connacht GAA Football Senior Championship,13,0,14,0,0,,mayo,galway
11/15/20,meath,kildare,Leinster GAA Football Senior Championship,9,5,15,0,1,,meath,kildare
11/15/20,dublin,laois,Leinster GAA Football Senior Championship,23,2,7,0,1,,dublin,laois
11/15/20,cavan,down,Ulster GAA Football Senior Championship,14,1,13,1,1,,cavan,down
11/21/20,dublin,meath,Leinster GAA Football Senior Championship,21,3,9,0,1,,dublin,meath
11/22/20,cork,tipperary,Munster GAA Football Senior Championship,14,0,17,0,0,,tipperary,cork
11/22/20,cavan,donegal,Ulster GAA Football Senior Championship,13,1,12,0,1,,cavan,donegal
12/5/20,cavan,dublin,GAA Football All-Ireland Senior Championship,12,0,24,1,0,,dublin,cavan
12/6/20,mayo,tipperary,GAA Football All-Ireland Senior Championship,20,5,13,3,1,,mayo,dublin
12/19/20,dublin,mayo,GAA Football All-Ireland Senior Championship,14,2,15,0,1,,dublin,mayo
5/15/21,kerry,galway,Allianz Football League Roinn 1,21,4,11,0,1,,kerry,galway
5/15/21,tyrone,donegal,Allianz Football League Roinn 1,16,0,18,0,0,,donegal,tyrone
5/15/21,mayo,down,Allianz Football League Roinn 2,21,2,11,1,1,,mayo,down
5/15/21,cork,kildare,Allianz Football League Roinn 2,14,0,12,2,0,,kildare,cork
5/15/21,longford,derry,Allianz Football League Roinn 3,5,0,21,0,0,,derry,longford
5/15/21,limerick,tipperary,Allianz Football League Roinn 3,13,1,14,0,1,,limerick,tipperary
5/15/21,fermanagh,cavan,Allianz Football League Roinn 3,15,0,14,0,1,,fermanagh,cavan
5/15/21,louth,antrim,Allianz Football League Roinn 4,8,3,15,1,0,,antrim,louth
5/15/21,waterford,carlow,Allianz Football League Roinn 4,10,0,16,3,0,,carlow,waterford
5/16/21,roscommon,dublin,Allianz Football League Roinn 1,16,0,22,1,0,,dublin,roscommon
5/16/21,monaghan,armagh,Allianz Football League Roinn 1,12,1,16,1,0,,armagh,monaghan
5/16/21,meath,westmeath,Allianz Football League Roinn 2,16,0,15,0,1,,meath,westmeath
5/16/21,clare,laois,Allianz Football League Roinn 2,16,1,12,0,1,,clare,laois
5/16/21,wicklow,offaly,Allianz Football League Roinn 3,10,1,14,1,0,,offaly,wicklow
5/16/21,sligo,leitrim,Allianz Football League Roinn 4,19,2,18,0,1,,sligo,leitrim
5/22/21,donegal,monaghan,Allianz Football League Roinn 1,20,1,11,4,2,,null,null
5/22/21,armagh,tyrone,Allianz Football League Roinn 1,10,2,15,2,0,,tyrone,armagh
5/22/21,westmeath,mayo,Allianz Football League Roinn 2,12,2,21,0,0,,mayo,westmeath
5/22/21,laois,cork,Allianz Football League Roinn 2,10,0,12,2,0,,cork,laois
5/22/21,offaly,limerick,Allianz Football League Roinn 3,16,0,11,1,1,,offaly,limerick
5/22/21,tipperary,wicklow,Allianz Football League Roinn 3,12,2,12,1,1,,tipperary,wicklow
5/22/21,derry,fermanagh,Allianz Football League Roinn 3,13,5,9,0,1,,derry,fermanagh
5/22/21,cavan,longford,Allianz Football League Roinn 3,19,1,13,1,1,,cavan,longford
5/22/21,wexford,waterford,Allianz Football League Roinn 4,18,0,13,2,0,,waterford,wexford
5/23/21,dublin,kerry,Allianz Football League Roinn 1,9,4,18,1,2,,null,null
5/23/21,galway,roscommon,Allianz Football League Roinn 1,16,2,13,1,1,,galway,roscommon
5/23/21,kildare,clare,Allianz Football League Roinn 2,13,0,13,1,0,,clare,kildare
5/23/21,down,meath,Allianz Football League Roinn 2,14,0,15,2,0,,meath,down
5/23/21,leitrim,louth,Allianz Football League Roinn 4,10,0,19,0,0,,louth,leitrim
5/23/21,antrim,sligo,Allianz Football League Roinn 4,13,3,12,3,1,,antrim,sligo
5/29/21,armagh,donegal,Allianz Football League Roinn 1,16,1,16,1,2,,null ,null
5/29/21,tyrone,monaghan,Allianz Football League Roinn 1,14,0,14,0,2,,null,null
5/29/21,cavan,derry,Allianz Football League Roinn 3,11,2,16,1,0,,derry,cavan
5/29/21,fermanagh,longford,Allianz Football League Roinn 3,15,1,18,0,2,,null,null
5/29/21,offaly,tipperary,Allianz Football League Roinn 3,17,1,12,1,1,,offaly,tipperary
5/29/21,wicklow,limerick,Allianz Football League Roinn 3,12,1,19,2,0,,limerick,wicklow
5/29/21,carlow,wexford,Allianz Football League Roinn 4,12,2,11,2,1,,carlow,wexford
5/30/21,roscommon,kerry,Allianz Football League Roinn 1,12,1,15,2,0,,kerry,roscommon
5/30/21,galway,dublin,Allianz Football League Roinn 1,15,1,16,2,0,,dublin,galway
5/30/21,mayo,meath,Allianz Football League Roinn 2,17,3,12,2,1,,mayo,meath
5/30/21,westmeath,down,Allianz Football League Roinn 2,9,1,13,0,0,,down,westmeath
5/30/21,laois,kildare,Allianz Football League Roinn 2,8,1,18,2,0,,kildare,laois
5/30/21,clare,cork,Allianz Football League Roinn 2,18,1,22,0,0,,cork,clare
5/30/21,antrim,leitrim,Allianz Football League Roinn 4,17,2,19,1,1,,antrim,leitrim
5/30/21,louth,sligo,Allianz Football League Roinn 4,18,3,14,1,1,,louth,sligo
6/12/21,tyrone,kerry,Allianz Football League Roinn 1,13,1,16,6,0,,kerry,tyrone
6/12/21,donegal,dublin,Allianz Football League Roinn 1,14,1,18,1,0,,dublin,donegal
6/12/21,cork,westmeath,Allianz Football League Roinn 2,22,3,25,0,1,,cork,westmeath
6/12/21,down,laois,Allianz Football League Roinn 2,19,2,12,2,1,,down,laois
6/12/21,cavan,wicklow,Allianz Football League Roinn 3,18,0,11,3,0,,wicklow,cavan
6/12/21,derry,limerick,Allianz Football League Roinn 3,17,0,13,0,1,,derry,limerick
6/12/21,offaly,fermanagh,Allianz Football League Roinn 3,14,1,12,0,1,,offaly,fermanagh
6/12/21,carlow,louth,Allianz Football League Roinn 4,15,1,23,1,0,,louth,carlow
6/13/21,armagh,roscommon,Allianz Football League Roinn 1,17,1,11,0,1,,armagh,roscommon
6/13/21,monaghan,galway,Allianz Football League Roinn 1,21,1,17,2,1,,monaghan,galway
6/13/21,clare,mayo,Allianz Football League Roinn 2,18,2,22,2,0,,mayo,clare
6/13/21,kildare,meath,Allianz Football League Roinn 2,14,1,14,0,1,,kildare,meath
6/13/21,longford,tipperary,Allianz Football League Roinn 3,13,1,9,0,1,,longford,tipperary
6/13/21,waterford,antrim,Allianz Football League Roinn 4,11,0,15,1,0,,antrim,waterford
6/13/21,sligo,wexford,Allianz Football League Roinn 4,9,0,15,2,0,,wexford,sligo
6/19/21,derry,offaly,Allianz Football League Roinn 3,21,0,6,1,1,,derry,offaly
6/26/21,sligo,mayo,Connacht GAA Football Senior Championship,12,0,23,3,0,,mayo,sligo
6/26/21,limerick,waterford,Munster GAA Football Senior Championship,18,4,12,0,1,,limerick,waterford
6/26/21,kerry,clare,Munster GAA Football Senior Championship,22,3,11,1,1,,kerry,clare
6/27/21,offaly,louth,Leinster GAA Football Senior Championship,19,3,19,0,1,,offaly,louth
6/27/21,wicklow,wexford,Leinster GAA Football Senior Championship,14,0,11,2,0,,wexford,wicklow
6/27/21,carlow,longford,Leinster GAA Football Senior Championship,13,2,25,0,0,,longford,carlow
6/27/21,down,donegal,Ulster GAA Football Senior Championship,12,1,25,2,0,,donegal,down
7/3/21,monaghan,fermanagh,Ulster GAA Football Senior Championship,21,1,14,0,1,,monaghan,fermanagh
7/4/21,roscommon,galway,Connacht GAA Football Senior Championship,12,0,11,2,0,,galway,roscommon
7/4/21,laois,westmeath,Leinster GAA Football Senior Championship,10,1,20,3,0,,westmeath,laois
7/4/21,meath,longford,Leinster GAA Football Senior Championship,22,4,12,0,1,,meath,longford
7/4/21,wexford,dublin,Leinster GAA Football Senior Championship,7,0,15,0,0,,dublin,wexford
7/4/21,kildare,offaly,Leinster GAA Football Senior Championship,15,1,13,0,1,,kildare,offaly
7/4/21,armagh,antrim,Ulster GAA Football Senior Championship,15,4,14,0,1,,armagh,antrim
7/10/21,limerick,cork,Munster GAA Football Senior Championship,11,0,16,1,0,,cork,limerick
7/10/21,tipperary,kerry,Munster GAA Football Senior Championship,8,1,19,1,0,,kerry,tipperary
7/10/21,tyrone,cavan,Ulster GAA Football Senior Championship,18,1,13,0,1,,tyrone,cavan
7/11/21,mayo,leitrim,Connacht GAA Football Senior Championship,20,5,11,0,1,,mayo,leitrim
7/11/21,donegal,derry,Ulster GAA Football Senior Championship,16,0,15,0,1,,donegal,derry
7/17/21,armagh,monaghan,Ulster GAA Football Senior Championship,21,2,17,4,0,,monaghan,armagh
7/18/21,kildare,westmeath,Leinster GAA Football Senior Championship,14,2,18,0,1,,kildare,westmeath
7/18/21,dublin,meath,Leinster GAA Football Senior Championship,16,2,13,1,1,,dublin,meath
7/18/21,tyrone,donegal,Ulster GAA Football Senior Championship,23,0,14,1,1,,tyrone,donegal
7/25/21,galway,mayo,Connacht GAA Football Senior Championship,8,2,14,2,0,,mayo,galway
7/25/21,kerry,cork,Munster GAA Football Senior Championship,22,4,9,1,1,,kerry,cork
7/31/21,monaghan,tyrone,Ulster GAA Football Senior Championship,15,0,16,0,0,,tyrone,monaghan
8/1/21,dublin,kildare,Leinster GAA Football Senior Championship,20,0,9,1,1,,dublin,kildare
8/14/21,dublin,mayo,GAA Football All-Ireland Senior Championship,14,0,17,0,0,,mayo,dublin
8/28/21,kerry,tyrone,GAA Football All-Ireland Senior Championship,22,0,14,3,0,,tyrone,kerry
9/11/21,mayo,tyrone,GAA Football All-Ireland Senior Championship,15,0,14,2,0,,tyrone,mayo
1/29/22,dublin,armagh,Allianz Football League Roinn 1,13,1,15,2,0,,armagh,dublin
1/29/22,derry,down,Allianz Football League Roinn 2,10,1,6,0,1,,derry,down
1/29/22,limerick,longford,Allianz Football League Roinn 3,9,4,11,1,1,,limerick,longford
1/29/22,fermanagh,antrim,Allianz Football League Roinn 3,8,0,14,1,0,,antrim,fermanagh
1/29/22,carlow,london,Allianz Football League Roinn 4,13,1,11,2,0,,london,carlow
1/30/22,kildare,kerry,Allianz Football League Roinn 1,13,0,10,1,2,,null,null
1/30/22,mayo,donegal,Allianz Football League Roinn 1,11,0,11,0,2,,null,null
1/30/22,tyrone,monaghan,Allianz Football League Roinn 1,9,0,9,0,2,,null,null
1/30/22,roscommon,cork,Allianz Football League Roinn 2,13,1,10,0,1,,roscommon,cork
1/30/22,galway,meath,Allianz Football League Roinn 2,14,1,6,0,1,,galway,meath
1/30/22,clare,offaly,Allianz Football League Roinn 2,13,1,7,0,1,,clare,offaly
1/30/22,westmeath,wicklow,Allianz Football League Roinn 3,16,1,8,2,1,,westmeath,wicklow
1/30/22,louth,laois,Allianz Football League Roinn 3,10,1,9,3,0,,laois,louth
1/30/22,leitrim,cavan,Allianz Football League Roinn 4,8,0,12,0,0,,cavan,leitrim
1/30/22,wexford,sligo,Allianz Football League Roinn 4,10,0,12,0,0,,sligo,wexford
1/30/22,waterford,tipperary,Allianz Football League Roinn 4,10,0,10,0,2,,null,null
2/5/22,kerry,dublin,Allianz Football League Roinn 1,15,1,11,0,1,,kerry,dublin
2/5/22,down,galway,Allianz Football League Roinn 2,9,0,12,1,0,,galway,down
2/5/22,cork,clare,Allianz Football League Roinn 2,13,1,13,1,2,,null ,null
2/5/22,antrim,limerick,Allianz Football League Roinn 3,11,0,9,2,0,,limerick,antrim
2/6/22,armagh,tyrone,Allianz Football League Roinn 1,14,2,14,0,1,,armagh,tyrone
2/6/22,monaghan,mayo,Allianz Football League Roinn 1,11,1,10,2,0,,mayo,monaghan
2/6/22,donegal,kildare,Allianz Football League Roinn 1,11,2,9,1,1,,donegal,kildare
2/6/22,offaly,derry,Allianz Football League Roinn 2,7,0,13,2,0,,derry,offaly
2/6/22,meath,roscommon,Allianz Football League Roinn 2,11,1,15,1,0,,roscommon,meath
2/6/22,longford,louth,Allianz Football League Roinn 3,9,0,6,1,2,,null,null
2/6/22,laois,westmeath,Allianz Football League Roinn 3,11,0,11,2,0,,westmeath,laois
2/6/22,wicklow,fermanagh,Allianz Football League Roinn 3,10,1,7,2,2,,null,null
